,text
4401,getting ready roll sleeve dose grhospitalkw monday feelin 
4402,dose 
4403,94 protected na 
4404,working rescheduling 1st dose vaccine 
4405,mancunianmedic oldburysally stsenka drmarimcv gpdiarist christmasrowena francesmair rslewissally j_bagpuss 
4406,spoke grandparent yesterday really worried implication whether pfizer 
4407,age worth today asve vaccine finishedsecond shift 
4408,peer vaccinator mairead duggan adon st camillus hospital newmarket fergus co clare saidm thril 
4409,nothing make sense know critical demand also knew production would massive 
4410,vaccine hoarding spotlight 
4411,hope everyone paying attention ishuge mistake decision need reversed immediately 
4412,time medium joined healthcare professional realise sheer idiocy delayed pfizer biontech vac 
4413,vaccine dose book thank healthcare provider scientist made vaccin 
4414,covid 19 vaccination complete one big step close normality 
4415,day 5 side effect headache swelling sleeping well feeling good 
4416,matthancock 1 vaccination 2 dos according manufacturer stop playing false number woul 
4417,best feeling whengot letkeep going florida 
4418,getting 2nd shot tonight 
4419,one day receiving 1st dose vaccinefeel great onlylittle bit ache 
4420,pressure well truly government decision delay second jab 
4421,last dose guaranteed asking trouble therehalfdose left whatposition 
4422,however feasible adhere recommended interval second dose 
4423,love astold love story early 100 effective death certificate 
4424,10downingstreet could bemoot point messed delivery protocol set 
4425,people 1st jab agreed borisjohnson government return 21 day 
4426,soooo grateful nh today volunteer manchester first dosage asqualified clinical vulnerabl 
4427,un led initiative signed advance purchase agreement 40 million 
4428,sandy rpn waveney psw among first staff member receive dos 
4429,amidst deadly outbreakgroup doctor urged uk government urgently review itde 
4430,amidst deadly outbreakgroup doctor urged uk government urgently review itde 
4431,effective 
4432,group british doctor written englandchief medical officer tell cut gap dos 
4433,year enemy need super freeze vaccine 
4434,thebma cnagpaul accelerating vaccination key extending gap 1st 2nd dose 
4435,politician playing mad apprentice scientist manufacturer say 21 day politician 
4436,another country got screwed must use 6th dose isna bonus anymore howev 
4437,pfizer biontech shot likely foil mutant new study show 
4438,risk vaccine doctor louise lagendijk integrative medicine specialist specializing min 
4439,global initiative ensure rapid equitable access vaccine country announced 
4440,doctor telling safe excellent parody 
4441,gratefulgot given 1st shot covid vaccine yesterdayhavehistory anaphylaxis 
4442,group doctor written chief medical officer tell cut gap do 
4443,receive few vaccine dos originally reported 
4444,simple declaration death injury following vaccination unrelated coincidence becomin 
4445,plan purchase 300 million vaccine 
4446,pharmaceutical greed bad 
4447,vaccine back newsconfidential information leak confirmed aftercybe 
4448,vaccine rollout need spark even innovation 
4449,shamara4w rolled effective programmonth ago amp available na 
4450,matthancock borisjohnson stop maybe might effort arse failed 
4451,pfizer biontech strike deal 40m vaccine dos 
4452,hopefully indeed give life back 
4453,cold shift manchesterhcc gmcancerui 
4454,never conflicted life 
4455,safety efficacy covid 19 vaccine anthony harries kudakwashe takarinda highlight re 
4456,borisjohnson keir_starmer 10downingstreet conservative inevitableturn occur regard 
4457,insight bloombergsuite year ahead summit 2021 reveal 
4458,10downingstreet borisjohnson thehivelondon borisjohnson 10downingstreet conservative inevitabl 
4459,helencrosier samtapsell bbcnickrobinson thebma bbcr4today right use 1 2 dose majori 
4460,authorizes emergency use 
4461,nadinedorries piersmorgan theresecoffey gmb borisjohnson 10downingstreet conservative inevita 
4462,trial taking place test transmissibility virus amongst people received two 
4463,ittrue look like wonbe supplying australia forwhile 
4464,andrewbowie_mp borisjohnson 10downingstreet conservative inevitableturn occur regard 
4465,borisjohnson 10downingstreet conservative inevitableturn occur regard 12 week del 
4466,hsingh_md thing 
4467,ever wanted know rna vaccine faq 360 history 
4468,ralph_sina believe hear uk vaccinate someone follow drug pro 
4469,ralph_sina believe hear uk vaccinate someone follow drug prot 
4470,piersmorgan gmb soon enough failed grill vaccine medical scientific degree 
4471,morningtook responsibility upon aswith severity needed got 
4472,week look community social medium 
4473,matthancock keir_starmer borisjohnson pfizer vaccine second dose given 3 week stop messing 
4474,samtapsell bbcnickrobinson thebma bbcr4today analysis vanished debate seems ide 
4475,pfizercovid 19 vaccine approved australia 
4476,wysiw balanceiskey growlabssa jan 20 dear care comment 
4477,australiahealth regulator approves pfizer covid 19 vaccine use tgagovau healthgovau nswhealth 
4478,getting second dose vaccine tomorrow morning issue 
4479,monday approved use warned international p 
4480,day 4 taking soreness gone fighting fit 
4481,uncertainty 12 week covid jab interval intensifies uk rollout expands 
4482,australia approves pfizer biontech covid 19 vaccine 
4483,feeling incredibly lucky happy completed 2 step 
4484,goodwish916 thankslot historical effort final goal of2p applied amp vaccine 
4485,q would delay booster knowing another person able get 1stif yes th 
4486,given first dose vaccine friday thank nh epsom_sthelier sabpnhs 
4487,tbhwould love read contract country indeed contract would 
4488,moderna vaccine cdcgov overview note patient alternative arm thigh buttock oxford v 
4489,biontech pfizer overview pdf administration detail note patient alternative 
4490,people government realize wake notice 
4491,letlook figure differently vaccine delivered 26 12 2020 9 750 04 01 20 
4492,reported vial provide extra dose update 
4493,fully 
4494,carryonretired tsunami65 borisjohnson least borisjohnson matthancock need called ou 
4495,got first dose yesterday side effect last 24 hou 
4496,receive few vaccine dos originally reported 
4497,becky alex today vaccinating kgh today success day regardless snow proud everybody made 
4498,plan purchase 300 million vaccine 
4499,vaccine rollout need spark even innovation 
4500,grateful first step towards normality nhs_elft 
4501,vaccine hoarding spotlight 
4502,day 24 365 well ita given postsimilar picture get heremine 
4503,dose 2 
4504,ingredient ofvaccine via youtube 
4505,informative article mrna vaccine work note alter dna 
4506,even know itnot working rollout going well planned second vaccine 
4507,peston point many 1st dos administered reaching passed 
4508,1 2 incredibly grateful received first dose vaccine today proud bepart 
4509,ill effect fartender upper arm unable sleep side however bad annual flu j 
4510,think 12 week time say sorry ran vaccine 
4511,yeah keep production star online agrees buy 
4512,captainwilco conflicting info israel effectiveness vaccine although comment 
4513,first dose covid vaccine done 
4514,heathrowno piersmorgan borisjohnson matthancock nadhimzahawi data support delaying second vacci 
4515,rollout commence successful negotiation execution supply agreement covax stated 
4516,within last 24 hour relative 70 year old received thank much 
4517,fully vaccinated 
4518,day 1 post vaccination 2nd dose chill fatigue sore arm 
4519,matthancock lying uk vaccinated 5 4 million people vaccination requires 2 shot vaccine 
4520,got first dose vaccine butll celebrate whe 
4521,health eu_health castigates delay delivery skyriakideseu 
4522,encouraging data 2 week first shot immunity kick 3 week 
4523,program aim provide 2 billion dos low mid income country end ye 
4524,britainminister covid vaccine deployment nadhim zahawi said confident astrazeneca pfizer 
4525,come point pay pfizer purchase government requisition cash 
4526,_robbiemoore borisjohnson 10downingstreet conservative inevitableturn occur regard 
4527,country middle east including saudi arabia qatar kuwait oman also relying heavily 
4528,country middle east including saudi arabia qatar kuwait oman also relying heavily 
4529,receive few vaccine dos originally reported 
4530,plan purchase 300 million vaccine 
4531,vaccine rollout need spark even innovation 
4532,vaccine hoarding spotlight 
4533,felt like second obligatory vaccine selfie deservedcome hither pose usual juliecheese 
4534,skyriakideseu astrazeneca eu_commission failed vonderleyen failed failed bought maxi 
4535,open source vaccine anyone manufacturing facility produce 
4536,mizakalili chinese medium claim surprise western medium donreport death 
4537,educated vaccinated 
4538,2 week agogot first dose pfizer vaccinehadheadache 3 day late lastedcouple day 
4539,politicaljunkd1 asadabukhalil unlimited access agreement data sh 
4540,really interesting result coming israel around vaccine 20 positive 128k vaccinated intere 
4541,wonder many dos heading 
4542,3 weekscompleted got booster dose 2 weekend got 
4543,team member asha rn nellie psw proud done part amp received dos 
4544,took first covid19 vaccine shot go take 
4545,thrilled gotten 2nd dose vaccine today grhospitalkw ityour tur 
4546,sponsored 
4547,still say safe 29 death norway 
4548,early data u show allergic reaction 21 
4549,mrharrycole borisjohnson 10downingstreet conservative inevitableturn occur regard th 
4550,maybe federal government could job find u vaccine italy taking legal action 
4551,number tweet pfizer vaccine january source data 
4552,pinapolk drsimonashworth emmakennedy borisjohnson 10downingstreet conservative inevitabletu 
4553,bakerray3 shivajihimself borisjohnson 10downingstreet conservative inevitableturn occur 
4554,pfizer_france moderna_tx heregive permission make vaccine tomorrow 
4555,canyonlegrand lscarr3 institutpasteur merck eu_commission biontech_group pfizer astrazeneca sanofifr gsk 
4556,part get shit 
4557,qwertyu858 alexberenson cdcgov added breast feeding missing information wonder 
4558,oil gas plastic critical manufacture needle face shield protect ltc senior 
4559,canpfizer something good people instead holding back dos contain six dos 
4560,big question remains neutralizing data vaccine towards 
4561,got 1st dose covid vaccine day headache sore arm fatigue definitely worth live 
4562,happened today 
4563,received dose 2 covid 19 vaccine unbelievably grateful relieved one small sign 
4564,iainastewart borisjohnson 10downingstreet conservative inevitableturn occur regard 
4565,wow 10 population thatamazing 
4566,keighleynews _robbiemoore borisjohnson 10downingstreet conservative inevitableturn occur wit 
4567,inside inside thanks uhnm_nhs call lunchtime ampjab armfew hour late 
4568,mixed feeling joy relief amp anxiety received 2nd dose pfizer covid 19 vaccine todayexperienced severe 
4569,journey andm feeling fine back work 
4570,late podcast dr emilycob talk nih collaboratory co pi texhern 
4571,toadmeister asa_uk⅓ population every densely populated country world exception 
4572,10downingstreet borisjohnson 10downingstreet conservative inevitableturn occur regard 
4573,standardnews borisjohnson 10downingstreet conservative inevitableturn occur regard 
4574,gibraltar giving resident second pfizer covid19 vaccine according manufacturer instruction 
4575,monday january 25 2020 headline 
4576,good news waiting gained time kill 
4577,low dead volume syrinx needle used extract six dos fromsingle vial standard syrinx 
4578,received second vaccine excited also teacher frontline worker need asap letget moving 
4579,conservative borisjohnson 10downingstreet conservative inevitableturn occur regard 
4580,_b_meyer indeed new vaccine candidate interested news topic 
4581,resource human development vaccinated mentally ill group home resident right home inaug 
4582,covid vax neutralises uk south africa variant study read 
4583,dispute vaccine delivery delay solved french company help produce 100 milli 
4584,ministry health postponement second dose pfizer biontech vaccine received first shot du 
4585,second dose vaccine painless last time around roll one week time immunity 
4586,ianbrown earth people understand dondo gene therapy people arensick 
4587,vaccinated 
4588,exciting news morning israel confirms pfizer vaccine efficiency 95 met field ca 
4589,abt criticism staring barrel zero dos delivered inst 
4590,j1mi1 karl_lauterbach doesnmatter wheremultinational domiciled matter contractual obl 
4591,australia track roll first installment vaccine listen conversation 
4592,first vaccine dose done dusted 
4593,receive few vaccine dos originally reported 
4594,vaccine rollout need spark even innovation 
4595,product approved fda food drug admin refuse product cost 17 severe side 
4596,2 2 global initiative signed advance purchase agreement american pharmaceutical 40 
4597,1 2 may receiving first quarter 2021 covax program 
4598,got second dose vaccine andfeel like death warmed 
4599,health always loses black market vaccine letmove dubai eu_commission 
4600,got first dose covid vaccine wasseamless experience thanks guam army nationa 
4601,meanwhile israel giving vaccine palestinian occupy muslim deve 
4602,vaccine hoarding spotlight 
4603,pfizer never since touching keyboard talk tosuch unusual time read 
4604,official shld read act accordingly counting 
4605,working rna technology vaccine 
4606,4 hour getting second dose vaccine ampm feeling immune response fatigue 
4607,glad alongside professor john skerritt alison macmillan ad every covid 19 vaccine procure 
4608,biden administration aim enough summertime 
4609,yeahreceived second dose covid 19 vaccine todayhave hot flashescouple time eveningm 
4610,forgot itnot legit unless immortalize social medium 
4611,feel incredibly grateful lucky glad proud received first dose covid 19 vaccine todaywas 
4612,drericding ok isshitty excuse halting vaccine shipment taking vaccine 
4613,dr siegel vaccine hesitancy stem fear lack science specialreport 
4614,today covid tomorrow either dose number two done 
4615,thatwhatcall good news care anyway 
4616,want know make le thanminute 
4617,sanofi help produce 100 million dos washingtonpost nytimes 
4618,helpful despite investigating mrna candidate sanofi aim produce 100 
4619,come explore life genius behind married couple strug 
4620,glad alongside professor john skerritt alison macmillan ad every covid 19 vaccine procure 
4621,anyone might claim notclinical study simplyliar extensive study human 
4622,24 hour 2nd dose vaccine symptom aside sore arm injection site 
4623,pfizer covid injection number 2 5 4 3 2 1 blast 
4624,big eu pharmaceutical company help produce best safe advanced 
4625,case happy thing going country given success israel much great 
4626,good news rant due get second dose vaccine next week 
4627,covid vaccine yesterday felt likewas hit bybicycle morning whenwoke 
4628,vehemently delaying vaccine second dose evidence thatdelayed dose 
4629,covid sanofi produce 100 million pfizer biontech vaccine dos 
4630,todayreceived first dose theam grateful opportunity 
4631,important information concerning british south african variant together mrna 
4632,inot butdo concern report 3 doctor florida amp india died 
4633,cottarellicpi business business whatwrong dead ah ok bullshit arenimportant 
4634,pfizer covid 19 vaccine today suchmassive relief amp hopefullystep close getting back normal th 
4635,know makingmessbig mess roll surprised politics 
4636,vaccine hoarding spotlight 
4637,bestie wenddd took first dosage 26th ampll provide update thread reply today 
4638,people received first jab given paracetamols curb side effect another sister ex 
4639,one ex classmate shared side effect experiencing 26 jan 1st jab 
4640,dear nadhimzahawi say data justify 12 week gap 2nd vaccine please share wi 
4641,pm say spokenexec amp reassured contract 
4642,got vaccination today feeling thankful work gone tiny second long jab 
4643,first dose pfizer vaccine received morningwas reluctant mean lowering 
4644,ontario adjusts response shipment delay ongov accelerating vaccina 
4645,krishgm channel4news true seen data public domain 
4646,surely also important people continue follow restriction technically fully vaccinated 
4647,heading vaccination 2 
4648,expense big buyer 4 billion 
4649,stock buying opportunity right 
4650,good canada europe threatens block vaccine export gee could produce 
4651,great statistic vaccine 
4652,got second dose vaccine 
4653,susannareid100letter supporting start needed fab mouth piece 
4654,come borisjohnson people 1st pfizer jab getting 2nd one pr 
4655,2nd dose 
4656,pfizer moderna_tx say canramp produce vaccine dos th 
4657,kassandrakitson 1crazy_toaster bad hasnstopped amp global genocide 
4658,great work everyone proud nuthpharm newcastlehosps team instrumental 
4659,boris johnson keen compare eu world come people died uk 
4660,done dusted thanks mercycork vaccination 
4661,part 2 
4662,didndare ask public vaccine oflong list open question 
4663,excellent work prominent face community tackling also tha 
4664,gavinnewsom 12 month amp createdamp inoculation currently 
4665,action 428 000 israeli received 2nd dosesweek late 
4666,form one fill getting vaccine asks ethnicity whilst notcompulsory question 
4667,threat impact delivery say minister 
4668,vaccine seems effective uk variant south africa variant w 
4669,warned impose control vaccine cloud affect uksupply vac 
4670,morem hopingll offered pfizer biontech vaccine seem best cand 
4671,nhsuk phe_uk dhscgovuk block export trapped 1 jab plus 12 week delay 
4672,handelsblatt seems like based way wonder 
4673,cmo_england uksciencechief matthancock nhsengland jamesowild independent dailymailuk block export 
4674,washingtonski handelsblatt sure isnt based 
4675,wederom pfizer zelf op eigen website severe allergic reaction reported following pfizer biontech 
4676,case vaccineshope national government cyber espionage unit successfully hack 
4677,mmjblair juststraightforward depopulation agent pure amp simple 
4678,rebunch demon 
4679,wondering vaccine 62 efficacy compared 95 efficacy 
4680,british vaccine corona almost ineffective people 65 year therefore eu authority ema shoul 
4681,developing mrna vaccine amp getting regulatory approval 10x fast normal astounding wi 
4682,2nd vaccine today thank rotherhamnhs_ft efficient roll 
4683,received 2nd vac antibody fully vaccinated surely classified full 
4684,well done rotherhamnhs_ft efficient vaccine vaccine number 2 forcouple team w 
4685,isgreat video canadian wondering work 
4686,superspread alarm amp make witness account amp indictment gate fauci zykl 
4687,got second dose covid19 vaccine hopefully mark beginning end 
4688,dont feel happy rubbing nose undoubtedlymassive failure supply wi 
4689,may logistic challenge effective 
4690,vonderleyen emmanuelmacron much vaccine get te 6 next month 
4691,great news early data suggests likely slightly le effective aga 
4692,got first dose happy therea light end da 
4693,pfizer say neutralizes mutation characteristic 
4694,finding donindicate need fornew vaccine address emerging variant 
4695,driving protest calm consensus driven resident joezl look confluence multiple e 
4696,pfizer biontech vaccine neutralise uk south african variant coronavirus study find 
4697,letalso see contract purchasing vaccine secret seeing eu directive public con 
4698,confirms vaccine effective new strain company say monito 
4699,covid 19 vaccine work uk south africavariants say study 
4700,fantastic sense relief morale boost receive second dose thanks 
4701,thatwhatcall progress self interested approach life lead division hideous greed 
4702,interesting article rte pfizer biontech maker ofcovid 19 vaccine said product effective 
4703,welcome towebinar mikael dolsten head research pfizer lund university visiting professor febr 
4704,hashtag use fact take medication h 
4705,moderna pfizer making booster new strain mean get vaccinated 3 time 
4706,webinar lund university visiting professor mikael dolsten head research pfizer 
4707,tyler perry set releasebet special covid 19 vaccine impact black community 
4708,difference similarity two new 
4709,fanclub continues grow thank president biden said pesicka 
4710,pfizer biontech believe flexibility biontechproprietary mrna vaccine platform well 
4711,team vaccinated got 1st dose covid 19 vaccine marcham vip lol still got shuttle bus ser 
4712,bbclaurak yet understood much hate really stay clear u th 
4713,lalaruefrench75 robertkennedyjr allbut ita dangerous transgenic medicati 
4714,vaccine hoarding spotlight 
4715,got first dose feeling great 
4716,good news study showsless two fold reduction antibody titer level indicating vacc 
4717,
4718,feeling grateful kpthrive 
4719,tantasqua union 61 nurse gettin vaccine 
4720,money life makechoice 
4721,able get first dose today far side effect thansli 
4722,statement released acog mysmfm strongly encourages pregnant woman receive either 
4723,senkatyg federal govt vaccine roll hasrolling timelime far hasncreated much confidenc 
4724,monica_2978 fist dose keep clean 
4725,todayhad privilege getting tired arm sore flu sho 
4726,u close 35 42 day 2nd dose covid vaccine yetam seeing cancellation 40t 
4727,first shot done thank qhshawaii worker hard work 
4728,option choose 
4729,finally double micro chipped deep state taken oversense strong 5g vibration tongue converted 
4730,donlet pfizer exploit pandemic get tax break fairtaxcanada 
4731,british brexit army stormed social medium spreading farrag 
4732,curious howfelt second vaccine feel free ask question 
4733,true mrna well known available trial period short conditional approval eau fda however 
4734,trust vaccine safe 
4735,would assume sort compromise reached politically possible eu backed 
4736,fanclub continues grow thank president biden said pesicka 
4737,feeling second injection vaccine today 
4738,vaccine hoarding spotlight 
4739,covid vaccine feeling incredibly grateful extremely proud work nh 
4740,justreminder 
4741,hello twitter itbeen three weeksneeded break good newsve lost 14lb time ha 
4742,got 1st vaccination today 
4743,robinsmythe1 hey robin perhaps cbc ask question could pfizer open source vaccine 
4744,justintrudeauthink ittime ask pfizer open source vaccine country outside eu p 
4745,wsurfa totalsnore jhallwood fox_claire least made 13billions pandemicwould like 
4746,brexit havingwar dos uk eu shouldneven 
4747,vaccinated 
4748,thanks upmc 
4749,borisjohnson tell eucouncil get stuffed row policy held distribution 
4750,pfizer development partner biontech said working onbooster dose covid 19 va 
4751,first dose book 
4752,fully vaccinated covid 19 
4753,alexespind 56blackcathopr feel good soongot first dose vaccine su 
4754,mom mum got first yesterday soooo happy way protected thank 
4755,got second dose pfizer biontech covid 19 vaccine yesterday slightly sore arm business usual 
4756,alhamdulilah whatdayjust covid 19 vaccine thanks everyone involved includin 
4757,welpm get vaccine 
4758,well done macroom community hospital resident vaccination team nursing staff 
4759,ceo rory mcgoldrick receiving dose 1 pfizer biontech vaccine courtesy greek national health syste 
4760,bernie buckley director nursing macroom community hospital quietly waiting siobhan walsh administer 
4761,con duggan lissarda giving thumb receiving vaccination macroom community ho 
4762,photo resident receiving vaccintations macroom community hospital recently phot 
4763,macroom community hospital resident staff receiving vaccination recently first resi 
4764,best effort 
4765,left arm 
4766,three elderly people daily life scheduled dos andfeel likecan f 
4767,one lucky one 
4768,second shot today 
4769,fanclub continues grow thank president biden said pesicka 
4770,vaccine hoarding spotlight 
4771,husband get second shot vaccine today anyone yet hea 
4772,first ever twitter poll european commission resign year 2021 handling c 
4773,isanizam3recommend watch professor faheemyounus twitter chief infectious disease amp internal med 
4774,toryboypierce pfizer actually french done acknowledge vaccine wouldnbe ready 
4775,get car drive utswnews get dose one vaccine sure ifwill get 
4776,smiling mask second dose vaccine received ulhospitals morning thanks 
4777,make page inaccessible ontue amp wed due exposure onmon maintenance normally done 
4778,federal government encourage others set upfacilities 
4779,loved one peoplell looking 
4780,another example world coming together breaking barrier 
4781,axios oh one tested 45 ppl experimental 
4782,torontostar kenyonwallace taker 
4783,depends xstraa_com amp sah st 
4784,nytimes amp 1347 vaersfew day ago cdcgov site crashed 
4785,imposing export control vaccine 20 million people uk supposed getting 
4786,final post series immunity vaccine looking mechanism behind new covid 19 
4787,today wasvery good day drove mom 1st vaccine injection nowll really relieved one month 
4788,happy given 1st dose today newcastlehosps rvi amazi 
4789,jus thinking looking amp big amp wealthy country putting corruption amp bad governance aside 
4790,fact_covid tomhfhknow people recently turned want wait f 
4791,sticker busy vaccination clinic today many relieved customer brave one 
4792,sharonzilinsk brianlilley justintrudeau jt doesnread small print pfizer pfucked amp cando 
4793,test 
4794,dividendhiketake back announced collaborate produce 
4795,maxschrems agreed produce vaccine plant switzerland 
4796,richardjmurphy agreed produce vaccine plant switzerland 
4797,agreed produce vaccine plant switzerland 
4798,nearly 44 000 volunteer 72 effective modera 
4799,proud volunteered trial youam vaccinated 
4800,vaccine showed reduced neutralization potential variant 
4801,like trump vaccine usa first instruct vaccine gb first would 
4802,captainwilco much conflicting info last week regarding effective first dose 
4803,real world data israel showing 92 effectiveness second jab morning 
4804,hugogyeknow people recently turned want wait 
4805,18 hour first side effect far aresore arm ampbit 
4806,feeling privileged recieved first covid 19 vaccine 
4807,one incredibly happy cev shielder thankyou clever scientist looking forward 2nd one 
4808,long vaccine immune 
4809,1st dose 23 day ago ifget offered 2ndll refuse trial n 
4810,concern growing vaccine problem especially data 
4811,laurie_garrett extrapolating data appears case eve 
4812,3 covid 19 vaccine requires extreme storage transportation condition moh proper equipm 
4813,itfair criticise management acknowledge ahead game 
4814,pfizer 2rd dose done cantravel 
4815,second vaccine received virus database updated 
4816,part interview covid vaccine halakuwait ktv2 25th january 1 effect rumor fe 
4817,dhscgovuk phe_uk nhsengland scotgovhealth publichealthw healthdpt publichealthni nadhimzahawi w 
4818,wonder scope choosing vaccine take become widely available antic 
4819,first follow covid19 vaccination booked first 4th feb follow 22nd april thank 
4820,victordayan1 cr_bacigalupi pash22 pfizer rosstercatin jerusalem_post need know isrct th 
4821,pfizer vaccine linked post jab death eu regulator 
4822,long vaccine immune 
4823,1 dose one dose mix mat 
4824,black box bb mrna lnp 1 endocytocis endso 
4825,adult pop 51m approx 40m dos ordered 100m 30m 
4826,thank qatar thank hamad 
4827,european medicine agency jab related post vaccination death 
4828,2nd shot keeping cancer service open keeping surgical service open keeping urgent endoscopy open 
4829,great ema news gt covid 19 vaccine ema spotlight committee 
4830,brilliant everyone tried make u even worried even scared 
4831,map vaccine made planned made europe 
4832,skip 19minutes watch 
4833,reuters_health astrazenecayou say error caught ppl didnhave expected high 
4834,reader working singapore changi airport share experience u received first do 
4835,jan 28 slightly le effective key part south african variant study find 
4836,cna nursing home whistleblower senior dying like fly covid injection 
4837,tylerperry thank incredibly informative special evening covid vaccine amp congratulation 
4838,result stand 96 compare published 
4839,result may preliminary nothing like achieved 
4840,business 113k received vaccine herea local incidence rate anaphylaxis approx 2 7e 
4841,vaers cdc vaccine report death 22 01 2021 
4842,eu brandish export ban claim dibs vaccine 
4843,question government canada whatthe plan make sure never rely foreign country 
4844,halted info professional 
4845,cansleep 2nd covid jab today either still excited orhave become 
4846,mom andgot covid vaccine day today got indiagot mine u got 
4847,delay 2nd dose covid vaccinethink thatworthchat 
4848,breaking news dutch minister health welfare sport hugodejonge say itokay deviate presc 
4849,nurse got pfizer vaccine shot still tested positive 
4850,eternally grateful privilege received 2nd dose covid 19 vaccine many e 
4851,many thanks ignoring ignorant belligerent refle 
4852,others itofficialwas vaccinated part trial 
4853,remarkable woman maureen sheridan recovered celebrate 100th birthday january 17 withi 
4854,long vaccine immune 
4855,got first dose 
4856,true mrna well known available trial period short conditional approval eau fda however 
4857,got first dose vaccine today bostonchildrens 
4858,nclccg_haringey hi nclccg_haringey tell vaccine rolled enfield thanks 
4859,good news parent 1st dose dad age 76 mum age 72 
4860,kremlinrussia kremlinrussia_e must ask compagnie send bad vaccins th 
4861,israel say vaccine 92 effective two dos 
4862,done let see side effect going like time 
4863,got vaccinated thanks uarizona uazhealth science 
4864,oman delay second dose pfize 
4865,bbc covid 19 vaccine compare 
4866,reportedly needsspecial syringe haveshortage canada 
4867,virgosam70 1st 6th jan due work 21 day yesterday 2nd 10th mar av 
4868,anyone know clown charge keeping enough dos vaccine ensure people first 
4869,say virus mutation via ctvnews 
4870,vaccine situation canwe get military chopper across belgiumm mindful 
4871,shandro call ottawafailure secure covid vaccine supply 
4872,skynews johnson becamevaccine expert trip scotland chance govt lent 
4873,insufficient data much published data astrazeneca vaccine pfize 
4874,tom lillis resident regina house nursing unit kilrush co clare delighted receive 2nd dose 
4875,biontechnew factory marburg germany received medical production approval till june 2021 plan 
4876,grateful get dose today 25 week safe safe baby 
4877,stay date number dos covid 19 vaccine administered thes includingstate state 
4878,vaccine safe effective let fear rare unlikely event overshadow awe 95 effe 
4879,jumped bandwagon 
4880,definitely rigor malaise 2nd dose vaccine feeling great though 
4881,notsurprise see used 65just 65 getting 
4882,letsrick eu suitable age group germany recommends 
4883,22 people died care home outbreak started resident began first coronavirus vaccine 
4884,first vaccine dosage today needle say someone always reacts injectionsm absolutely shit 
4885,even havecovid vaccine donpost twitter 
4886,playing withholding leaving 
4887,pfizer withdraws emergency use request covid vaccine india 
4888,maturefinancier novax conspiracy theorist 
4889,fortunate recieve first dose vaccine yesterdayam incredibly grateful th 
4890,peakepolly psycobunny emmakennytv yes agree technology shouldnbe even circu 
4891,dose 12 hr post feeling mod pain injection site 
4892,btwgot significant injection site pain sowaslittle surprised heard gotten th 
4893,eu play early joker nigel_farage guidofawkes 
4894,think eu bestep downfall 
4895,spoke today news 1 fired someone today 2 tested negative covid 3 waiting 2nd 
4896,iextremely lucky amp privileged get 2nd dose vaccine today itnot right though tha 
4897,_theenquirer pfizer need look outside eu order deliver vaccine promptly amp held 
4898,squit amp political willy waving isnit hell 
4899,pfantastic news parent pfirst pfizer vaccination 
4900,matthancock nadhimzahawi must take stock regarding amp stop giving 1st dose 
4901,mission completedve second vaccine jab 
4902,abline11 like concerted european action hit tower babel effect many voice 
4903,like concerted european action hit tower babel effect many voice many lan 
4904,like concerted european action hit tower babel effect many voice many lan 
4905,grateful midland regional hospital mullingar vaccinating rcsi_irl student received 2nd 
4906,first dose morning one level protection work people experiencing mental health issue 
4907,vonderleyen evil hadface would resemble 
4908,first dose morning one level protection work people experiencing mental health issue 
4909,update concerning first safety update good news recommended change 
4910,mr vonderleyen please lethave pfizer biontech amp moderna vaccine waste time amp money le ef 
4911,ap_europe ap elaine_ganleyboycott product brand ask pharmacist another brand 
4912,reutersboycott product brand ask pharmacist another brand want 
4913,cbsnewsboycott product brand ask pharmacist another brand want 
4914,morning wire extensive testing option low cost across uae free charge amp sinopha 
4915,happy little sister isnurse received second vaccine dose athens morning 
4916,fight eu uk reveals ugly truth vaccine nationalism 
4917,strikesblow irish unity hate vonderleyen 
4918,superchris57 lolwould agree worrying wonbe enough vaccine second dos 
4919,product laboratory humanity must live beblackmail money 
4920,good one available prof allen say 
4921,boycott product brand 
4922,call forboycott product lab vaccine 
4923,emmanuelmacron vonderleyen taken hostage areshame 
4924,fanclub continues grow thank president biden said pesicka 
4925,moving covid vaccine clinic tolarger space 500 vaccine per day notice 
4926,vaccine hoarding spotlight 
4927,giant player creating special unique collab due toglobal need 
4928,etgovernment astrazeneca hit covid jab delay disagreement 
4929,ctvnews would much good high demand vial syrinx even received yet wise decision 
4930,far concerned asks extract 6 th dose vial w 
4931,meet man behind cold chain supply chain required pfizer vaccine 
4932,
4933,fact sheet choice receive receive dec 
4934,know produce vaccine 94 100 effective yet jnjcares coming substandard vaccine 
4935,2nd dose book 
4936,feeling grateful nhsuk 
4937,quite confused vaccine rollout work many people get decides investing also 
4938,first vaccination done thank volunteer healthcare worker making happen 
4939,avance avance 0 04 israeli caught covid 19 two shot pfizer vaccine 
4940,earth going covid vaccine 
4941,delighted received 2nd dose vaccine today great credit go wonder 
4942,snb19692 clear contract page 23 section 13 1that agreed obliged su 
4943,cjsnowdon interesting new polling data 
4944,another eventful day injab well done 2nd dose covid 19 vaccine com 
4945,finishing upgreat first week placement stjamesdublin getting second dose vacci 
4946,got second dose covid vaccine thanks skilled bos giving mepainless shot 
4947,european medicine agency say new side effect linked vaccine made 
